Potential Name,Potential Owner,Created Time,Closing Date,Amount,Expected Revenue,Stage,Forecast Type,Type,Lead Source,Probability,Age in Days,Age Tier,Amount Tier,LEADID,Tasks Involved,Events Involved,Calls Involved,Activities Involved,Campaign Id
"Rice, David",Harold Pawlan,"03 Feb, 2020 00:12:00","27 Jul, 2020 00:06:00","$20,800.00","$18,600.00",Qualification,Open,New Business,OnlineStore,20,175,3. 121 - 180 days,"3. $20,001 - $30K",4532,No,No,No,No,24000100
"Torres, Eugene",Santa Cruz Clara,"03 Feb, 2020 00:12:00","19 Mar, 2020 00:02:00","$94,100.00","$93,850.00",Closed Won,Won,New Business,Partner,100,45,1. 0 - 60 days,5. Above 40K,4868,Yes,No,No,Yes,24000110
"Gonzalez, William",Tina Thomas,"03 Feb, 2020 00:12:00","30 Mar, 2020 00:02:00","$8,600.00","$12,000.00",Closed Won,Won,New Business,Employee Referral,25,56,1. 0 - 60 days,1. 0 - $10K,4093,No,No,No,No,24000084
"Morgan, Willie",Rozario Diego,"03 Feb, 2020 00:12:00","06 Aug, 2020 00:06:00","$10,100.00","$13,750.00",Needs Analysis,Open,New Business,Web Research,100,185,4. 181 - 360 days,"2. $10,001 - $20K",3963,No,No,No,No,24000079
"Jansson, Johnnie",Pete Zachariah,"03 Feb, 2020 00:12:00","06 Nov, 2020 00:09:00","$8,800.00","$8,150.00",Closed Won,Won,New Business,Partner,100,277,4. 181 - 360 days,1. 0 - $10K,4005,No,Yes,Yes,Yes,24000082
"Woods, Terry",Lazar Mathew,"03 Feb, 2020 00:12:00","22 Aug, 2020 00:07:00","$13,100.00","$18,800.00",Prospect,Open,New Business,Trade Show,10,201,4. 181 - 360 days,"2. $10,001 - $20K",3773,No,No,No,No,24000074
"Jackson, Antonio",Harold Pawlan,"03 Feb, 2020 00:12:00","13 Mar, 2020 00:01:00","$88,900.00","$101,050.00",Qualification,Open,New Business,Partner,100,39,1. 0 - 60 days,5. Above 40K,3806,No,No,No,No,24000076
"Kile, Helen",Lazar Mathew,"03 Feb, 2020 00:12:00","01 Jul, 2020 00:05:00","$25,700.00","$21,400.00",Qualification,Open,New Business,Public Relations,100,149,3. 121 - 180 days,"3. $20,001 - $30K",4420,No,No,No,No,24000097
"Brown, Norman",Pete Zachariah,"02 Feb, 2020 00:12:00","01 Mar, 2020 00:01:00","$87,000.00","$102,250.00",Needs Analysis,Open,New Business,Public Relations,20,28,1. 0 - 60 days,5. Above 40K,4033,No,No,No,No,24000082
"Austin, Eva",Harold Pawlan,"02 Feb, 2020 00:12:00","05 Jun, 2020 00:04:00","$19,400.00","$19,500.00",Initial Offer,Open,New Business,Trade Show,100,124,3. 121 - 180 days,"2. $10,001 - $20K",4844,Yes,No,No,Yes,24000109
"Patterson, Jackie",Jasmine Frank,"02 Feb, 2020 00:12:00","18 May, 2020 00:04:00","$26,900.00","$34,100.00",Needs Analysis,Open,Existing Business,Employee Referral,80,106,2. 61 - 120 days,"3. $20,001 - $30K",3544,No,No,No,No,24000069
"Cantu, Kirk",Thomas Mondrake,"01 Feb, 2020 00:12:00","08 Jun, 2020 00:04:00","$32,800.00","$28,200.00",Closed Won,Won,New Business,Advertisement,100,128,3. 121 - 180 days,"4. $30,001 - $40K",4524,No,No,No,No,24000099
"Williamson, Alfred",Tina Thomas,"01 Feb, 2020 00:12:00","16 Jul, 2020 00:06:00","$89,800.00","$108,350.00",Closed Won,Won,Existing Business,Trade Show,100,166,3. 121 - 180 days,5. Above 40K,4016,Yes,No,No,Yes,24000082
"Searle, Karen",Santa Cruz Clara,"01 Feb, 2020 00:12:00","24 Feb, 2020 00:01:00","$27,900.00","$30,500.00",Closed Won,Won,Existing Business,Cold Call,80,23,1. 0 - 60 days,"3. $20,001 - $30K",4452,Yes,Yes,No,Yes,24000098
"Sims, Clarice",Lazar Mathew,"01 Feb, 2020 00:12:00","25 Jun, 2020 00:05:00","$9,900.00","$17,250.00",Prospect,Open,New Business,Partner,20,145,3. 121 - 180 days,1. 0 - $10K,3779,No,No,No,No,24000075
"Herring, Mary",Santa Cruz Clara,"01 Feb, 2020 00:12:00","14 Jul, 2020 00:05:00","$18,400.00","$12,100.00",Closed Won,Won,Existing Business,Advertisement,20,164,3. 121 - 180 days,"2. $10,001 - $20K",4442,No,No,No,No,24000098
"Johnson, Juan",Santa Cruz Clara,"01 Feb, 2020 00:12:00","08 Mar, 2020 00:01:00","$90,700.00","$98,900.00",Needs Analysis,Open,New Business,Web Research,100,36,1. 0 - 60 days,5. Above 40K,4062,Yes,Yes,No,Yes,24000083
"Caggiano, John",Roger Terrence,"01 Feb, 2020 00:12:00","16 Jun, 2020 00:05:00","$97,800.00","$96,900.00",Proposal/Price Quote,Open,New Business,Sales Mail Alias,80,136,3. 121 - 180 days,5. Above 40K,4601,No,No,No,No,24000102
"Summers, Robert",Jasmine Frank,"01 Feb, 2020 00:12:00","18 Mar, 2020 00:02:00","$8,400.00","$5,900.00",Closed Won,Won,New Business,External Referral,80,46,1. 0 - 60 days,1. 0 - $10K,4786,Yes,No,Yes,Yes,24000108
"Graney, Kari",Augustine Paul,"31 Jan, 2020 00:12:00","31 May, 2020 00:04:00","$233,700.00","$231,800.00",Closed Won,Won,New Business,Public Relations,80,121,3. 121 - 180 days,5. Above 40K,3942,No,No,No,No,24000078
"Neil, Jorge",David Love,"31 Jan, 2020 00:12:00","28 Jun, 2020 00:05:00","$71,700.00","$40,200.00",Qualification,Open,Existing Business,Cold Call,0,149,3. 121 - 180 days,5. Above 40K,3866,Yes,No,No,Yes,24000077
"Vital, Jennifer",Roger Terrence,"31 Jan, 2020 00:12:00","06 Jul, 2020 00:05:00","$23,000.00","$17,500.00",Qualification,Open,New Business,Web Research,20,157,3. 121 - 180 days,"3. $20,001 - $30K",3532,Yes,No,Yes,Yes,24000069
"Lewis, James",David Love,"31 Jan, 2020 00:12:00","19 Jun, 2020 00:05:00","$113,600.00","$118,850.00",Prospect,Open,New Business,Advertisement,100,140,3. 121 - 180 days,5. Above 40K,4632,Yes,No,No,Yes,24000103
"Kuiper, Billy",Tina Thomas,"31 Jan, 2020 00:12:00","19 Apr, 2020 00:03:00","$11,800.00","$16,850.00",Closed Won,Won,Existing Business,Web Research,0,79,2. 61 - 120 days,"2. $10,001 - $20K",4405,Yes,No,No,Yes,24000097
"Fox, Joshua",Jasmine Frank,"31 Jan, 2020 00:12:00","09 Nov, 2020 00:09:00","$11,500.00","$14,800.00",Closed Won,Won,New Business,Trade Show,25,283,4. 181 - 360 days,"2. $10,001 - $20K",4052,No,No,No,No,24000083
"Celestine, Gary",Tina Thomas,"30 Jan, 2020 00:12:00","02 Jun, 2020 00:04:00","$89,700.00","$80,100.00",Closed Won,Won,New Business,Trade Show,100,124,3. 121 - 180 days,5. Above 40K,4349,No,No,No,No,24000095
"Wright, Susan",Rozario Diego,"30 Jan, 2020 00:12:00","26 Jul, 2020 00:06:00","$7,100.00","$8,350.00",Qualification,Open,New Business,Public Relations,10,178,3. 121 - 180 days,1. 0 - $10K,4672,No,No,No,No,24000105
"Schmidt, Estela",Augustine Paul,"30 Jan, 2020 00:12:00","16 May, 2020 00:04:00","$14,200.00","$16,800.00",Closed Lost,Lost,New Business,Advertisement,100,107,2. 61 - 120 days,"2. $10,001 - $20K",4614,Yes,Yes,No,Yes,24000102
"Doucet, Vincent",Lazar Mathew,"30 Jan, 2020 00:12:00","08 Jul, 2020 00:05:00","$7,200.00","$7,400.00",Qualification,Open,New Business,External Referral,100,160,3. 121 - 180 days,1. 0 - $10K,3608,Yes,No,No,Yes,24000070
"Gonzalez, William",David Love,"30 Jan, 2020 00:12:00","25 Mar, 2020 00:02:00","$89,600.00","$95,900.00",Closed Lost,Lost,New Business,Advertisement,20,55,1. 0 - 60 days,5. Above 40K,4793,Yes,Yes,No,Yes,24000108
"Chouinard, Joyce",Santa Cruz Clara,"29 Jan, 2020 00:12:00","21 Feb, 2020 00:01:00","$86,500.00","$108,950.00",Closed Won,Won,Existing Business,External Referral,80,23,1. 0 - 60 days,5. Above 40K,3554,No,No,Yes,Yes,24000069
"Madewell, Tom",Santa Cruz Clara,"29 Jan, 2020 00:12:00","22 Apr, 2020 00:03:00","$212,800.00","$259,700.00",Closed Lost,Lost,New Business,Public Relations,20,84,2. 61 - 120 days,5. Above 40K,3870,No,No,No,No,24000077
"Glass, Ben",Lazar Mathew,"29 Jan, 2020 00:12:00","23 Jun, 2020 00:05:00","$9,600.00","$5,650.00",Closed Won,Won,Existing Business,Web Research,100,146,3. 121 - 180 days,1. 0 - $10K,4449,Yes,Yes,No,Yes,24000098
"Lewis, Peter",Thomas Mondrake,"29 Jan, 2020 00:12:00","20 May, 2020 00:04:00","$207,400.00","$229,350.00",Prospect,Open,New Business,Advertisement,100,112,2. 61 - 120 days,5. Above 40K,4397,No,No,No,No,24000097
"Butler, Martha",Lazar Mathew,"29 Jan, 2020 00:12:00","17 Apr, 2020 00:03:00","$225,600.00","$210,150.00",Closed Won,Won,New Business,Employee Referral,100,79,2. 61 - 120 days,5. Above 40K,3635,No,No,No,No,24000071
"Smith, Maria",Lazar Mathew,"29 Jan, 2020 00:12:00","19 Jun, 2020 00:05:00","$237,600.00","$210,300.00",Closed Won,Won,New Business,Employee Referral,20,142,3. 121 - 180 days,5. Above 40K,4426,Yes,Yes,No,Yes,24000097
"Taylor, Charlotte",Thomas Mondrake,"29 Jan, 2020 00:12:00","24 Apr, 2020 00:03:00","$19,800.00","$10,500.00",Closed Won,Won,New Business,External Referral,10,86,2. 61 - 120 days,"2. $10,001 - $20K",3617,No,No,No,No,24000070
"Cooper, Victoria",Santa Cruz Clara,"29 Jan, 2020 00:12:00","23 Jun, 2020 00:05:00","$232,500.00","$253,850.00",Qualification,Open,New Business,Partner,20,146,3. 121 - 180 days,5. Above 40K,3681,No,No,Yes,Yes,24000072
"Murphree, Elmer",Thomas Mondrake,"28 Jan, 2020 00:12:00","09 Nov, 2020 00:09:00","$99,300.00","$95,650.00",Closed Won,Won,New Business,External Referral,10,286,4. 181 - 360 days,5. Above 40K,4544,Yes,Yes,Yes,Yes,24000100
"Albro, Cynthia",Augustine Paul,"28 Jan, 2020 00:12:00","07 Jul, 2020 00:05:00","$13,900.00","$13,500.00",Needs Analysis,Open,New Business,Public Relations,25,161,3. 121 - 180 days,"2. $10,001 - $20K",3969,No,No,No,No,24000079
"Beers, Judy",Jasmine Frank,"28 Jan, 2020 00:12:00","08 Nov, 2020 00:09:00","$229,100.00","$223,750.00",Closed Won,Won,New Business,Partner,100,285,4. 181 - 360 days,5. Above 40K,3717,No,No,Yes,Yes,24000072
"Lai, Daniel",David Love,"28 Jan, 2020 00:12:00","10 Nov, 2020 00:09:00","$10,200.00","$11,650.00",Closed Won,Won,New Business,Employee Referral,100,287,4. 181 - 360 days,"2. $10,001 - $20K",4056,No,No,No,No,24000083
"Schmidt, Estela",Augustine Paul,"28 Jan, 2020 00:12:00","26 Jul, 2020 00:06:00","$31,400.00","$27,100.00",Closed Won,Won,New Business,External Referral,20,180,3. 121 - 180 days,"4. $30,001 - $40K",3914,No,No,No,No,24000078
"Chapman, William",Roger Terrence,"27 Jan, 2020 00:12:00","24 Jul, 2020 00:06:00","$9,800.00","$15,100.00",Qualification,Open,New Business,Sales Mail Alias,0,179,3. 121 - 180 days,1. 0 - $10K,4789,No,No,No,No,24000108
"Rea, Shelby",Jasmine Frank,"27 Jan, 2020 00:12:00","29 Jun, 2020 00:05:00","$87,900.00","$104,100.00",Closed Lost,Lost,New Business,Web Research,100,154,3. 121 - 180 days,5. Above 40K,4377,No,No,No,No,24000097
"Wade, Derrick",Roger Terrence,"26 Jan, 2020 00:12:00","20 Mar, 2020 00:02:00","$23,600.00","$21,200.00",Closed Lost,Lost,New Business,Trade Show,20,54,1. 0 - 60 days,"3. $20,001 - $30K",3998,No,No,No,No,24000081
"Curry, Jose",Tina Thomas,"26 Jan, 2020 00:12:00","08 Apr, 2020 00:02:00","$82,200.00","$108,150.00",Needs Analysis,Open,New Business,Partner,100,73,2. 61 - 120 days,5. Above 40K,4824,No,No,No,No,24000109
"Alves, Maryann",Thomas Mondrake,"26 Jan, 2020 00:12:00","14 May, 2020 00:03:00","$149,200.00","$112,150.00",Closed Lost,Lost,New Business,OnlineStore,100,109,2. 61 - 120 days,5. Above 40K,4108,No,No,No,No,24000085
"Perez, Peggy",Santa Cruz Clara,"26 Jan, 2020 00:12:00","14 Aug, 2020 00:07:00","$14,500.00","$11,000.00",Needs Analysis,Open,New Business,Sales Mail Alias,25,201,4. 181 - 360 days,"2. $10,001 - $20K",4034,No,No,No,No,24000082
"Allen, Dennis",Lazar Mathew,"25 Jan, 2020 00:12:00","17 Sep, 2020 00:08:00","$225,100.00","$231,800.00",Closed Won,Won,New Business,External Referral,10,236,4. 181 - 360 days,5. Above 40K,3662,Yes,Yes,No,Yes,24000071
"Pixley, Eddie",Santa Cruz Clara,"25 Jan, 2020 00:12:00","15 Jun, 2020 00:05:00","$18,200.00","$18,500.00",Closed Lost,Lost,New Business,Partner,100,142,3. 121 - 180 days,"2. $10,001 - $20K",4365,No,No,No,No,24000095
"Lambert, Kyle",Augustine Paul,"25 Jan, 2020 00:12:00","17 Apr, 2020 00:03:00","$91,500.00","$99,550.00",Closed Won,Won,New Business,Sales Mail Alias,20,83,2. 61 - 120 days,5. Above 40K,3637,Yes,No,No,Yes,24000071
"Richardson, Emma",Lazar Mathew,"25 Jan, 2020 00:12:00","23 Jul, 2020 00:06:00","$17,800.00","$12,300.00",Initial Offer,Open,New Business,Advertisement,75,180,3. 121 - 180 days,"2. $10,001 - $20K",4837,No,No,No,No,24000109
"Amy, Joshua",Santa Cruz Clara,"24 Jan, 2020 00:12:00","31 Aug, 2020 00:07:00","$8,700.00","$9,200.00",Closed Lost,Lost,New Business,External Referral,0,220,4. 181 - 360 days,1. 0 - $10K,4499,No,No,No,No,24000099
"Jones, Aaron",David Love,"23 Jan, 2020 00:12:00","22 Apr, 2020 00:03:00","$95,400.00","$97,450.00",Closed Won,Won,New Business,Partner,80,90,2. 61 - 120 days,5. Above 40K,4410,No,No,No,No,24000097
"Williamson, Jamie",Pete Zachariah,"23 Jan, 2020 00:12:00","07 Jun, 2020 00:04:00","$87,100.00","$91,750.00",Closed Won,Won,New Business,Public Relations,100,136,3. 121 - 180 days,5. Above 40K,4356,Yes,Yes,No,Yes,24000095
"Gutierrez, Leonard",Thomas Mondrake,"23 Jan, 2020 00:12:00","13 Nov, 2020 00:09:00","$17,300.00","$14,600.00",Closed Won,Won,New Business,Public Relations,0,295,4. 181 - 360 days,"2. $10,001 - $20K",4411,Yes,Yes,Yes,Yes,24000097
"Evans, Megan",Tina Thomas,"23 Jan, 2020 00:12:00","27 Mar, 2020 00:02:00","$6,900.00","$5,750.00",Closed Lost,Lost,New Business,External Referral,100,64,2. 61 - 120 days,1. 0 - $10K,3958,No,No,No,No,24000078
"Jennings, Bernard",Santa Cruz Clara,"23 Jan, 2020 00:12:00","07 Jun, 2020 00:04:00","$7,400.00","$5,800.00",Needs Analysis,Open,New Business,OnlineStore,0,136,3. 121 - 180 days,1. 0 - $10K,4576,No,No,No,No,24000102
"Moore, Andrew",David Love,"23 Jan, 2020 00:12:00","22 Apr, 2020 00:03:00","$92,800.00","$93,950.00",Qualification,Open,New Business,Trade Show,20,90,2. 61 - 120 days,5. Above 40K,4728,No,No,No,No,24000107
"Champagne, Daniel",Lazar Mathew,"23 Jan, 2020 00:12:00","25 Dec, 2020 00:11:00","$5,600.00","$4,400.00",Closed Won,Won,New Business,OnlineStore,100,337,4. 181 - 360 days,1. 0 - $10K,4657,No,Yes,Yes,Yes,24000104
"Quinones, Alice",Santa Cruz Clara,"22 Jan, 2020 00:11:00","11 Jun, 2020 00:04:00","$122,100.00","$145,850.00",Closed Won,Won,New Business,Advertisement,100,141,3. 121 - 180 days,5. Above 40K,4722,Yes,Yes,No,Yes,24000107
"Houde, Bruce",David Love,"22 Jan, 2020 00:11:00","22 Apr, 2020 00:03:00","$213,400.00","$246,250.00",Closed Won,Won,New Business,OnlineStore,100,91,2. 61 - 120 days,5. Above 40K,4378,No,No,No,No,24000097
"Neary, Marie",Augustine Paul,"22 Jan, 2020 00:11:00","21 Feb, 2020 00:01:00","$6,500.00","$6,450.00",Qualification,Open,New Business,Sales Mail Alias,0,30,1. 0 - 60 days,1. 0 - $10K,4655,Yes,Yes,No,Yes,24000104
"Hutto, Kenneth",Thomas Mondrake,"22 Jan, 2020 00:11:00","08 Aug, 2020 00:06:00","$15,100.00","$13,050.00",Closed Lost,Lost,New Business,Web Research,80,199,4. 181 - 360 days,"2. $10,001 - $20K",4107,Yes,No,No,Yes,24000085
"Phillips, Mary",David Love,"22 Jan, 2020 00:11:00","02 May, 2020 00:03:00","$18,200.00","$18,650.00",Qualification,Open,New Business,OnlineStore,25,101,2. 61 - 120 days,"2. $10,001 - $20K",4730,Yes,Yes,No,Yes,24000107
"Sparks, Luis",Roger Terrence,"21 Jan, 2020 00:11:00","29 May, 2020 00:04:00","$230,800.00","$225,100.00",Qualification,Open,New Business,Trade Show,10,129,3. 121 - 180 days,5. Above 40K,3566,No,No,No,No,24000069
"Shelton, Margaret",Augustine Paul,"21 Jan, 2020 00:11:00","19 Feb, 2020 00:01:00","$128,600.00","$130,400.00",Qualification,Open,New Business,Web Research,75,29,1. 0 - 60 days,5. Above 40K,3783,Yes,No,No,Yes,24000075
"Hall, Arron",Lazar Mathew,"21 Jan, 2020 00:11:00","11 Apr, 2020 00:02:00","$115,700.00","$155,050.00",Needs Analysis,Open,New Business,Advertisement,10,81,2. 61 - 120 days,5. Above 40K,3803,Yes,No,Yes,Yes,24000076
"Tinkle, Jason",Jasmine Frank,"21 Jan, 2020 00:11:00","16 Apr, 2020 00:03:00","$23,500.00","$18,200.00",Proposal/Price Quote,Open,New Business,Sales Mail Alias,100,86,2. 61 - 120 days,"3. $20,001 - $30K",3853,No,No,No,No,24000077
"Weber, Beatrice",Thomas Mondrake,"20 Jan, 2020 00:11:00","20 Jul, 2020 00:06:00","$17,500.00","$15,300.00",Needs Analysis,Open,New Business,Sales Mail Alias,20,182,4. 181 - 360 days,"2. $10,001 - $20K",3889,No,No,No,No,24000077
"Dooley, Ryan",Tina Thomas,"20 Jan, 2020 00:11:00","16 Mar, 2020 00:01:00","$29,700.00","$25,600.00",Closed Lost,Lost,New Business,Employee Referral,20,56,1. 0 - 60 days,"3. $20,001 - $30K",4687,No,No,No,No,24000107
"Brown, Carolyn",Rozario Diego,"20 Jan, 2020 00:11:00","30 Sep, 2020 00:08:00","$70,900.00","$48,900.00",Closed Won,Won,New Business,Advertisement,10,254,4. 181 - 360 days,5. Above 40K,4640,Yes,Yes,Yes,Yes,24000103
"Johnson, Ruth",Pete Zachariah,"20 Jan, 2020 00:11:00","11 Apr, 2020 00:02:00","$20,300.00","$23,400.00",Needs Analysis,Open,New Business,OnlineStore,10,82,2. 61 - 120 days,"3. $20,001 - $30K",4828,No,No,No,No,24000109
"Grice, Sheri",Santa Cruz Clara,"20 Jan, 2020 00:11:00","13 Apr, 2020 00:02:00","$22,200.00","$21,600.00",Prospect,Open,New Business,Trade Show,0,84,2. 61 - 120 days,"3. $20,001 - $30K",4629,Yes,No,Yes,Yes,24000103
"Moors, James",Jasmine Frank,"19 Jan, 2020 00:11:00","06 Mar, 2020 00:01:00","$234,300.00","$220,250.00",Closed Lost,Lost,Existing Business,Partner,100,47,1. 0 - 60 days,5. Above 40K,3860,Yes,No,Yes,Yes,24000077
"Hughes, Teresa",Tina Thomas,"19 Jan, 2020 00:11:00","15 Nov, 2020 00:10:00","$24,200.00","$25,700.00",Closed Won,Won,New Business,Partner,20,301,4. 181 - 360 days,"3. $20,001 - $30K",4653,Yes,No,Yes,Yes,24000104
"Luna, Paul",Lazar Mathew,"19 Jan, 2020 00:11:00","13 Feb, 2020 00:12:00","$17,000.00","$17,000.00",Qualification,Open,Existing Business,External Referral,90,25,1. 0 - 60 days,"2. $10,001 - $20K",4580,No,No,No,No,24000102
"Hoskins, Edward",Harold Pawlan,"19 Jan, 2020 00:11:00","22 May, 2020 00:04:00","$7,900.00","$5,900.00",Closed Lost,Lost,New Business,Public Relations,25,124,3. 121 - 180 days,1. 0 - $10K,4708,No,No,No,No,24000107
"Lee, Margaret",Jasmine Frank,"18 Jan, 2020 00:11:00","26 Mar, 2020 00:02:00","$5,500.00","$7,850.00",Initial Offer,Open,New Business,Trade Show,80,68,2. 61 - 120 days,1. 0 - $10K,3647,No,No,No,No,24000071
"Sanchez, Linda",Harold Pawlan,"18 Jan, 2020 00:11:00","21 Aug, 2020 00:07:00","$18,900.00","$15,400.00",Closed Lost,Lost,New Business,Advertisement,100,216,4. 181 - 360 days,"2. $10,001 - $20K",4001,Yes,No,No,Yes,24000082
"Charles, Charles",Santa Cruz Clara,"18 Jan, 2020 00:11:00","15 Mar, 2020 00:01:00","$63,100.00","$76,700.00",Qualification,Open,New Business,Public Relations,0,57,1. 0 - 60 days,5. Above 40K,3537,No,No,No,No,24000069
"Humbert, Phyllis",Tina Thomas,"18 Jan, 2020 00:11:00","13 May, 2020 00:03:00","$6,600.00","$5,200.00",Prospect,Open,New Business,Web Research,100,116,2. 61 - 120 days,1. 0 - $10K,4621,Yes,Yes,No,Yes,24000103
"Alfonso, Carolyn",Tina Thomas,"18 Jan, 2020 00:11:00","16 Aug, 2020 00:07:00","$18,800.00","$10,800.00",Initial Offer,Open,New Business,OnlineStore,10,211,4. 181 - 360 days,"2. $10,001 - $20K",4604,Yes,No,No,Yes,24000102
"Howard, Marcus",Roger Terrence,"18 Jan, 2020 00:11:00","27 Mar, 2020 00:02:00","$17,500.00","$24,600.00",Closed Won,Won,New Business,Cold Call,0,69,2. 61 - 120 days,"2. $10,001 - $20K",3669,Yes,No,No,Yes,24000071
"Kincaid, Josie",Jasmine Frank,"18 Jan, 2020 00:11:00","24 Apr, 2020 00:03:00","$23,500.00","$23,700.00",Proposal/Price Quote,Open,Existing Business,Web Research,100,97,2. 61 - 120 days,"3. $20,001 - $30K",3595,No,No,No,No,24000070
"Johnson, Kimberly",Tina Thomas,"17 Jan, 2020 00:11:00","18 Feb, 2020 00:01:00","$25,700.00","$31,900.00",Closed Won,Won,New Business,Web Research,100,32,1. 0 - 60 days,"3. $20,001 - $30K",4432,No,No,No,No,24000097
"Wade, Derrick",Harold Pawlan,"17 Jan, 2020 00:11:00","30 Jun, 2020 00:05:00","$8,200.00","$8,950.00",Qualification,Open,New Business,Partner,0,165,3. 121 - 180 days,1. 0 - $10K,4698,Yes,Yes,No,Yes,24000107
"Gross, Scott",Santa Cruz Clara,"17 Jan, 2020 00:11:00","17 Sep, 2020 00:08:00","$92,000.00","$96,750.00",Closed Won,Won,New Business,Sales Mail Alias,100,244,4. 181 - 360 days,5. Above 40K,3719,No,Yes,Yes,Yes,24000072
"Lucas, Douglas",Augustine Paul,"17 Jan, 2020 00:11:00","07 May, 2020 00:03:00","$7,200.00","$10,600.00",Qualification,Open,New Business,Trade Show,20,111,2. 61 - 120 days,1. 0 - $10K,3522,No,No,No,No,24000069
"Young, Bill",Santa Cruz Clara,"17 Jan, 2020 00:11:00","29 Jun, 2020 00:05:00","$18,600.00","$15,550.00",Closed Lost,Lost,New Business,Trade Show,100,164,3. 121 - 180 days,"2. $10,001 - $20K",4070,No,No,No,No,24000083
"McCray, Aaron",Thomas Mondrake,"17 Jan, 2020 00:11:00","27 Jul, 2020 00:06:00","$5,600.00","$6,550.00",Qualification,Open,New Business,OnlineStore,100,192,4. 181 - 360 days,1. 0 - $10K,3614,Yes,No,No,Yes,24000070
"Johnson, Mary",Jasmine Frank,"16 Jan, 2020 00:11:00","22 Jun, 2020 00:05:00","$13,100.00","$18,500.00",Closed Won,Won,New Business,Partner,100,158,3. 121 - 180 days,"2. $10,001 - $20K",4067,Yes,Yes,No,Yes,24000083
"Contreras, Gregory",Lazar Mathew,"16 Jan, 2020 00:11:00","26 May, 2020 00:04:00","$80,700.00","$92,250.00",Closed Won,Won,New Business,Cold Call,100,131,3. 121 - 180 days,5. Above 40K,4677,No,No,No,No,24000106
"Curry, Jose",David Love,"16 Jan, 2020 00:11:00","17 Mar, 2020 00:02:00","$108,900.00","$116,850.00",Closed Won,Won,New Business,Sales Mail Alias,100,61,2. 61 - 120 days,5. Above 40K,4124,No,No,No,No,24000085
"Hopper, Lewis",Augustine Paul,"16 Jan, 2020 00:11:00","26 May, 2020 00:04:00","$95,700.00","$44,800.00",Closed Won,Won,New Business,Employee Referral,100,131,3. 121 - 180 days,5. Above 40K,4498,No,No,No,No,24000099
"Graham, Brett",Rozario Diego,"16 Jan, 2020 00:11:00","24 Feb, 2020 00:01:00","$17,800.00","$12,200.00",Closed Won,Won,Existing Business,Partner,0,39,1. 0 - 60 days,"2. $10,001 - $20K",3878,No,No,No,No,24000077
"Wagner, Annamae",Harold Pawlan,"16 Jan, 2020 00:11:00","01 Nov, 2020 00:09:00","$22,400.00","$31,900.00",Closed Won,Won,Existing Business,Sales Mail Alias,100,290,4. 181 - 360 days,"3. $20,001 - $30K",4403,Yes,Yes,Yes,Yes,24000097
"Taylor, Reuben",Rozario Diego,"15 Jan, 2020 00:11:00","16 Mar, 2020 00:01:00","$243,000.00","$243,750.00",Qualification,Open,New Business,Sales Mail Alias,100,61,2. 61 - 120 days,5. Above 40K,1396,No,No,No,No,24000011
"Crawford, Sandra",Tina Thomas,"15 Jan, 2020 00:11:00","01 Jul, 2020 00:05:00","$27,800.00","$24,100.00",Closed Lost,Lost,New Business,External Referral,100,168,3. 121 - 180 days,"3. $20,001 - $30K",1394,No,No,No,No,24000011
"Norwood, David",Roger Terrence,"15 Jan, 2020 00:11:00","01 Apr, 2020 00:02:00","$26,200.00","$14,100.00",Negotiation/Review,Open,New Business,External Referral,20,77,2. 61 - 120 days,"3. $20,001 - $30K",1214,No,No,No,No,24000007
